country_code,year,total number of patents,"GNI per capita, Atlas method (current US$)","Literacy rate, adult total (% of people ages 15 and above)",Urban population,"Adjusted net savings, excluding particulate emission damage (current US$)",GDP (current US$),"Mortality rate, neonatal (per 1,000 live births)"
ARG,2020,1,8930.0,,41796990.0,,383066977653.56,
ARG,2019,2401,11130.0,,41339571.0,22520760357.3544,445445177459.45294,6.1
ARG,2018,3464,12370.0,99.0038681030273,40877099.0,23330279814.3277,517626700412.885,6.2
ARG,2017,3397,13140.0,,40410674.0,31017342642.9394,643628665302.155,6.2
ARG,2016,3892,12220.0,99.12500762939449,39940546.0,27540555361.7631,557531376217.967,6.4
ARG,2015,4138,12570.0,99.17996215820308,39467043.0,28777930824.5369,594749285413.212,6.6
ARG,2014,4735,12330.0,98.99388885498051,38990109.0,23631243197.9959,526319673731.6379,6.9
ARG,2013,4800,12840.0,99.1219482421875,38509756.0,23058906176.0602,552025140252.246,7.2
ARG,2012,4815,11870.0,99.10523223876949,38027774.0,29102714913.3147,545982375701.128,7.5
ARG,2011,4794,10710.0,99.1083297729492,37543830.0,37263278484.4383,530163281574.658,7.6
ARG,2010,4782,9270.0,98.9549713134766,37055902.0,28737875335.6407,423627422092.49,7.7
ARM,2020,,4220.0,,1876112.0,,12645459213.5235,
ARM,2019,,4680.0,,1869846.0,-525707371.909976,13672802157.8324,6.4
ARM,2018,,4250.0,,1863995.0,198445797.405066,12457941907.0333,6.7
ARM,2017,,3950.0,99.7360687255859,1858250.0,457628240.360592,11527458565.7334,7.1
ARM,2016,,3760.0,,1852180.0,481978596.121408,10546135160.031,7.4
ARM,2015,,4010.0,,1845589.0,576820568.019396,10553337672.9872,7.8
ARM,2014,,4140.0,,1838076.0,120150465.805541,11609512939.7542,8.2
ARM,2013,,4110.0,,1830236.0,290747177.43931,11121465767.4067,8.7
ARM,2012,,3880.0,,1823993.0,215110682.4881,10619320048.5857,9.1
ARM,2011,,3530.0,99.7444076538086,1821998.0,-115274641.294704,10142111334.4961,9.6
ARM,2010,,3470.0,,1825368.0,75672615.1292461,9260284937.79781,10.1
AUS,2020,13338,53730.0,,22152761.0,,1330900925056.98,
AUS,2019,33573,55100.0,,21845994.0,85967028834.5253,1396567014733.23,2.3
AUS,2018,46869,53190.0,,21488110.0,82990601788.3075,1432881172002.17,2.3
AUS,2017,49716,51560.0,,21133982.0,85027803513.99,1329188475752.32,2.3
AUS,2016,54161,54140.0,,20755798.0,62525742468.1297,1208846993739.99,2.3
AUS,2015,55249,60500.0,,20410546.0,95880231647.4327,1351693984524.5,2.3
AUS,2014,55885,65150.0,,20095657.0,117464234142.703,1467483705131.74,2.4
AUS,2013,58446,66020.0,,19775013.0,149318662887.076,1576184467015.49,2.4
AUS,2012,55328,60210.0,,19414834.0,155364571426.87198,1546151783872.96,2.5
AUS,2011,53558,50320.0,,19056040.0,116956966741.571,1396649906339.35,2.6
AUS,2010,50851,46630.0,,18767085.0,81131508568.3155,1146138465603.81,2.7
AUT,2020,407,,,5238680.0,,428965397959.456,
AUT,2019,2133,51390.0,,5196085.0,65183720973.2344,445075391688.156,2.1
AUT,2018,2497,49030.0,,5153759.0,60437627991.5559,454872626780.005,2.1
AUT,2017,2741,45030.0,,5110858.0,53418228293.4947,416207272209.538,2.2
AUT,2016,3078,46200.0,,5058968.0,54748175252.8604,395568644341.038,2.2
AUT,2015,3359,47450.0,,4988134.0,46989362842.1449,381817565893.574,2.2
AUT,2014,3357,50370.0,,4916377.0,55811262029.0463,441996131736.508,2.3
AUT,2013,3327,50700.0,,4861991.0,52734022649.4938,430068712971.867,2.3
AUT,2012,3355,50060.0,,4817487.0,52281165617.3793,409425234155.2629,2.4
AUT,2011,3712,50590.0,,4792887.0,58667326612.2831,431120310088.82,2.5
AUT,2010,5983,49610.0,,4800510.0,51644669313.6962,391892746544.69,2.5
BEL,2020,289,,,11334006.0,,515332499627.861,
BEL,2019,1743,47960.0,,11263911.0,62860344086.8461,533254518108.234,2.0
BEL,2018,1892,46060.0,,11198627.0,62067224767.0846,543410654016.6021,2.1
BEL,2017,1902,42460.0,,11143219.0,59135235152.3619,501522868356.441,2.1
BEL,2016,1742,43360.0,,11095615.0,54318469973.8713,475739588764.759,2.2
BEL,2015,1436,45540.0,,11034732.0,53183783312.5993,462149679343.822,2.2
BEL,2014,1018,47800.0,,10966157.0,58258527958.5472,534678075827.361,2.2
BEL,2013,713,47880.0,,10912673.0,53721969248.345985,521642714407.843,2.3
BEL,2012,720,47100.0,,10856360.0,54018651088.4437,496181260258.3,2.3
BEL,2011,621,46400.0,,10784163.0,50697575831.6527,522645519183.591,2.3
BEL,2010,629,46950.0,,10639649.0,55915467223.7271,480951629493.033,2.3
BGR,2020,397,9540.0,,5242987.0,,69105101089.5531,
BGR,2019,465,9570.0,,5256027.0,8676183227.0889,68558815111.6199,3.3
BGR,2018,396,8560.0,,5269340.0,7014629092.26095,66230155099.5775,3.5
BGR,2017,451,7640.0,,5283539.0,7126268673.874691,58971520599.2509,3.7
BGR,2016,596,7430.0,,5298039.0,5780345759.5421715,53806894796.3801,3.8
BGR,2015,483,7450.0,,5310996.0,4375044097.07776,50647442756.7445,4.0
BGR,2014,397,7740.0,,5320503.0,5599991086.103729,56901994980.3283,4.2
BGR,2013,512,7590.0,,5326274.0,6321483691.938001,55615397665.5809,4.5
BGR,2012,376,7440.0,,5331472.0,4780498994.76321,54033250328.5151,4.7
BGR,2011,384,7220.0,98.35244750976558,5337678.0,4927712517.87712,57386216850.3377,5.0
BGR,2010,369,6940.0,,5347166.0,3581567066.3985705,50381825504.2642,5.1
BIH,2020,,6090.0,,1608256.0,,19788422248.1072,
BIH,2019,,6180.0,,1605143.0,,20202479537.5193,4.2
BIH,2018,,5750.0,,1603630.0,,20183510561.2553,4.3
BIH,2017,,5120.0,,1604580.0,,18080118128.3854,4.4
BIH,2016,,5130.0,,1609084.0,,16913330693.9653,4.5
BIH,2015,,5210.0,,1617733.0,,16211541820.2438,4.6
BIH,2014,,5300.0,,1631018.0,,18558343508.3435,4.7
BIH,2013,,5270.0,96.9917678833008,1647981.0,,18178503835.4491,4.8
BIH,2012,,4990.0,,1665461.0,,17226849297.07,4.9
BIH,2011,,5010.0,98.1420364379883,1679673.0,,18644723860.9709,5.0
BIH,2010,,4960.0,,1688142.0,,17176781336.7644,5.1
BLR,2020,,6330.0,,7470497.0,,60258239055.5829,
BLR,2019,,6370.0,,7444245.0,6596443178.436971,64409647193.8044,1.2
BLR,2018,,5700.0,99.75656127929692,7453556.0,7271359745.65878,60031262269.3365,1.3
BLR,2017,,5300.0,,7421374.0,5972147145.08823,54726595249.1849,1.4
BLR,2016,,5620.0,,7378986.0,4572654082.69925,47722657820.6675,1.5
BLR,2015,,6710.0,,7324181.0,6851850327.47433,56454734396.5842,1.6
BLR,2014,,7590.0,,7266287.0,8932237236.03735,78813839984.3506,1.7
BLR,2013,1,7010.0,,7212995.0,9118450114.9043,75527984234.2342,1.8
BLR,2012,3,6610.0,,7164339.0,9510741225.56917,65685102554.8759,1.8
BLR,2011,7,6260.0,,7122689.0,8910799764.83112,61757788944.7236,1.8
BLR,2010,6,6150.0,,7086808.0,6268304493.0987,57222490768.7143,1.8
BRA,2020,1413,7850.0,,185081854.0,,1444733258971.65,
BRA,2019,16436,9270.0,,183241634.0,135160096982.685,1877810514260.36,7.9
BRA,2018,23742,9170.0,93.2275009155273,181335496.0,141582241269.943,1916947014067.55,8.1
BRA,2017,24914,8700.0,93.0758209228516,179379296.0,198098499171.95895,2063507864886.88,8.5
BRA,2016,25526,8920.0,92.80844116210942,177386817.0,172819974548.62698,1795700168991.49,9.6
BRA,2015,24118,10190.0,92.0478973388672,175375428.0,185378275176.409,1802214373741.32,9.4
BRA,2014,27728,12120.0,91.72943115234379,173346780.0,269043508476.895,2455993625159.37,9.7
BRA,2013,35882,12790.0,91.4842376708984,171300683.0,316487448233.511,2472806919901.67,10.0
BRA,2012,42687,12310.0,91.3378524780273,169240747.0,300335446368.198,2465188674415.03,10.3
BRA,2011,40613,11080.0,91.4112396240234,167158531.0,334369645333.502,2616200980392.16,10.7
BRA,2010,38215,9650.0,90.37918090820308,165055096.0,269053884568.664,2208871646202.82,11.2
CAN,2020,5322,43440.0,,30997832.0,,1643407977068.93,
CAN,2019,31287,46460.0,,30631841.0,111635835577.287,1741576393905.98,3.3
CAN,2018,42803,44950.0,,30175132.0,104332004680.145,1721853332869.63,3.4
CAN,2017,46930,42900.0,,29729597.0,109140606325.039,1649265644244.09,3.4
CAN,2016,48569,43890.0,,29357013.0,77035193927.7626,1527994741907.43,3.5
CAN,2015,50382,47590.0,,29011826.0,90338911966.768,1556508816217.14,3.5
CAN,2014,57766,52200.0,,28781576.0,168712494259.604,1805749878439.94,3.6
CAN,2013,60167,52800.0,,28479640.0,162573177394.35,1846597421834.98,3.6
CAN,2012,60918,51080.0,,28166078.0,151164541518.724,1828366481521.6,3.7
CAN,2011,61791,47190.0,,27847821.0,148536883811.056,1793326630174.52,3.7
CAN,2010,60248,44490.0,,27522537.0,107318679910.666,1617343367486.26,3.7
CHE,2020,237,,,6383962.0,,747968636174.0079,
CHE,2019,1218,87950.0,,6332759.0,124719305617.413,731474367940.4291,2.8
CHE,2018,1132,85030.0,,6283319.0,115467902441.772,735889205256.251,2.8
CHE,2017,1395,81520.0,,6234162.0,87954339159.4,704478516963.855,2.9
CHE,2016,1790,85190.0,,6174416.0,106197779423.501,695600652899.283,2.9
CHE,2015,2044,88750.0,,6105617.0,119280685710.421,702149580770.901,3.0
CHE,2014,2115,89400.0,,6034707.0,105585243708.483,734396591036.932,3.0
CHE,2013,2023,91700.0,,5959745.0,118242578268.376,712748124222.61,3.0
CHE,2012,1890,87770.0,,5889928.0,121932183111.055,692109693986.886,3.1
CHE,2011,2229,82280.0,,5825978.0,118609048002.946,722038242134.62,3.1
CHE,2010,2347,79850.0,,5759681.0,120867583762.849,603434493402.679,3.1
CHL,2020,2880,13470.0,,16770077.0,,252940023046.01105,
CHL,2019,3651,14990.0,,16610132.0,15121898906.1504,279385487344.526,4.6
CHL,2018,3597,14550.0,,16400007.0,10492849785.1442,297571693064.212,4.7
CHL,2017,3203,13270.0,96.40228271484379,16159784.0,14074635248.0466,277034675515.671,4.9
CHL,2016,3170,13370.0,,15918735.0,18361668536.2706,250440149690.88895,5.0
CHL,2015,3554,14130.0,96.8741302490234,15698029.0,25635363411.7232,243919079437.37305,5.1
CHL,2014,3451,14940.0,,15504113.0,23103369526.6846,260541637327.864,5.2
CHL,2013,3622,15160.0,96.26705932617192,15330440.0,21090119279.6969,278384332694.359,5.3
CHL,2012,3485,14350.0,,15171199.0,22781829065.6513,267122320056.702,5.3
CHL,2011,2812,12340.0,96.70301055908199,15015966.0,17905682848.4994,252251992029.442,5.3
CHL,2010,1449,10750.0,96.818603515625,14857028.0,18647672155.5061,218537551220.071,5.3
CHN,2020,4016094,10610.0,,861289359.0,,14722730697890.1,
CHN,2019,4291056,10390.0,,842933962.0,3558212991232.83,14279937467431.0,3.9
CHN,2018,4065341,9600.0,96.8408889770508,823827650.0,3571559471537.01,13894817549380.3,4.2
CHN,2017,3715036,8740.0,,803554542.0,3270744862454.25,12310409370894.2,4.5
CHN,2016,3220467,8270.0,,782199374.0,2838223352219.83,11233276536744.7,4.9
CHN,2015,2799411,7940.0,,761027100.0,2807926880783.23,11061553079871.5,5.4
CHN,2014,2355265,7510.0,,740239259.0,2805340641861.3,10475682920597.7,5.9
CHN,2013,2166806,6770.0,,719587859.0,2515465850948.58,9570406235659.64,6.4
CHN,2012,2024897,5930.0,,699187267.0,2329984223812.73,8532229986993.65,7.0
CHN,2011,1577341,5050.0,,678933504.0,1959022384126.65,7551500124197.17,7.6
CHN,2010,1190859,4340.0,95.12448120117192,658498663.0,1861782635940.66,6087163874510.73,8.4
COL,2020,1688,5780.0,,41431388.0,,271346896626.418,
COL,2019,2225,6580.0,,40827302.0,9669588404.90482,323429888934.257,7.5
COL,2018,2148,6260.0,95.0925064086914,40115208.0,11452249137.7237,334198214706.209,7.7
COL,2017,1047,5930.0,,39346013.0,13198317859.757,311883730690.12897,8.0
COL,2016,178,6460.0,94.6538467407227,38592067.0,15065161548.5381,282825009887.458,8.2
COL,2015,554,7330.0,94.2450485229492,37904385.0,13523007465.9354,293481748240.779,8.5
COL,2014,2105,8200.0,94.18624877929692,37299404.0,14523389761.6695,381112119657.445,8.8
COL,2013,2165,7950.0,,36759801.0,11904624792.9266,382116126448.554,9.1
COL,2012,1922,7290.0,,36262053.0,9317179941.011309,370921320483.841,9.4
COL,2011,1886,6310.0,93.5805282592773,35769913.0,9964732811.6672,334943871931.745,9.7
COL,2010,1773,5620.0,93.3723297119141,35257425.0,12562830779.3846,286563105192.456,10.0
CRI,2020,53,11460.0,,4114567.0,,61520669890.4037,
CRI,2019,287,12070.0,,4041885.0,9023759390.50155,63951114302.2599,6.2
CRI,2018,423,11930.0,97.8637924194336,3966558.0,9320604458.03262,62335931464.4979,6.2
CRI,2017,431,11500.0,,3888685.0,8967255583.0724,60516043590.1832,6.2
CRI,2016,662,11100.0,,3808499.0,8888836825.44475,58847016044.7363,6.2
CRI,2015,1064,10700.0,,3726120.0,7950378107.34188,56441917652.9812,6.2
CRI,2014,733,10350.0,,3641667.0,6734690783.39819,52016408950.8936,6.3
CRI,2013,646,9930.0,,3555161.0,6738205227.05503,50949672205.9168,6.4
CRI,2012,643,9280.0,,3466591.0,6789162141.54772,47231651864.8284,6.5
CRI,2011,679,8090.0,97.4065780639648,3376037.0,5635823563.82938,42762617081.6522,6.6
CRI,2010,657,7260.0,,3283623.0,5659813389.97079,37658614803.2775,6.7
CUB,2020,,,,8743468.0,,,
CUB,2019,40,,,8739136.0,,103131000000.0,2.2
CUB,2018,99,,,8734568.0,,100050000000.0,2.2
CUB,2017,155,,,8728618.0,,96851000000.0,2.2
CUB,2016,236,7480.0,,8720099.0,,91370000000.0,2.3
CUB,2015,315,7230.0,,8708301.0,,87133000000.0,2.4
CUB,2014,311,6840.0,,8690603.0,,80656000000.0,2.4
CUB,2013,288,6640.0,,8668177.0,,77148000000.0,2.5
CUB,2012,270,6280.0,99.75253295898442,8643323.0,,73141000000.0,2.6
CUB,2011,329,5930.0,,8617291.0,,68990000000.0,2.8
CUB,2010,276,5610.0,,8598651.0,,64328000000.0,2.9
CYP,2020,,26110.0,,806771.0,,23804340376.9275,
CYP,2019,349,27930.0,,800707.0,1923127685.74747,24949065263.6292,1.3
CYP,2018,1358,26990.0,,794546.0,1945828706.2509,25309818138.8758,1.4
CYP,2017,1341,24710.0,,788454.0,1684595837.66872,22729184365.1152,1.4
CYP,2016,1336,24710.0,,782634.0,1158700637.16887,20953442550.3653,1.5
CYP,2015,1189,25980.0,,777234.0,979306709.877378,19842404304.8929,1.6
CYP,2014,1084,26530.0,,772396.0,229944927.43324,23156850006.6427,1.7
CYP,2013,1155,27830.0,,767957.0,797542722.397083,23900872625.8467,1.7
CYP,2012,1252,29680.0,,763443.0,1245083628.4779198,24978513426.6992,1.8
CYP,2011,1256,32550.0,98.6784286499023,758208.0,2676329544.48743,27565469097.9955,1.9
CYP,2010,1132,32040.0,,751584.0,1652651734.93174,25732432719.0773,2.0
CZE,2020,1207,,,7923709.0,,243530379896.81305,
CZE,2019,1973,21930.0,,7888753.0,20094339667.3362,250686478649.064,1.6
CZE,2018,2008,20520.0,,7844036.0,21613698095.635,248950103352.137,1.6
CZE,2017,2142,18310.0,,7805452.0,19543530249.435,218628940951.675,1.6
CZE,2016,2101,17670.0,99.8330307006836,7773650.0,17893936425.0663,196272068576.338,1.6
CZE,2015,2544,18370.0,,7748928.0,18497384278.0843,188033050459.881,1.6
CZE,2014,2616,18900.0,,7723921.0,12552438753.7538,209358834156.32895,1.6
CZE,2013,2990,19410.0,,7705910.0,9930309453.77327,211685616592.93106,1.6
CZE,2012,2941,19440.0,,7693579.0,10207056179.4123,208857719320.649,1.6
CZE,2011,2629,19460.0,,7681562.0,7940093638.576879,229562733398.948,1.6
CZE,2010,2676,19400.0,,7673029.0,7454301249.804979,209069940963.177,1.7
DEU,2020,22042,46980.0,,64472284.0,,3806060140124.52,
DEU,2019,68445,48550.0,,64294010.0,530268430388.621,3861123558039.21,2.3
DEU,2018,74972,47140.0,,64096118.0,571104320149.723,3961831911429.22,2.3
DEU,2017,77590,43650.0,,63861626.0,533072153305.564,3673506280844.4,2.3
DEU,2016,78365,44250.0,,63592936.0,499776735456.546,3467498002104.33,2.3
DEU,2015,78700,45750.0,,63062064.0,478050571611.615,3356235704119.75,2.3
DEU,2014,79646,47620.0,,62510392.0,526016680661.721,3883920155292.26,2.3
DEU,2013,78480,47190.0,,62242278.0,459874680178.108,3732743446218.92,2.3
DEU,2012,77417,46530.0,,62064608.0,451579357245.877,3527344944139.83,2.3
DEU,2011,77926,47220.0,,61940177.0,524282128327.39,3744408602683.94,2.3
DEU,2010,77747,44550.0,,62940432.0,400969717285.294,3396354075663.73,2.3
DNK,2020,314,62720.0,,5138400.0,,355184024841.254,
DNK,2019,1110,64000.0,,5116342.0,76379949137.9503,350104327658.675,3.0
DNK,2018,2234,61340.0,,5091100.0,70163691872.2731,356879499797.896,3.1
DNK,2017,4102,56690.0,,5059173.0,64480299331.3702,332121063806.391,3.2
DNK,2016,5871,58040.0,,5020143.0,61519098552.8766,313115929314.339,3.2
DNK,2015,7026,60510.0,,4974525.0,56565474834.1112,302673070846.857,3.3
DNK,2014,7578,63670.0,,4932961.0,63975494500.6138,352993631617.70795,3.2
DNK,2013,7996,63200.0,,4901386.0,57378832755.875,343584391647.927,3.2
DNK,2012,7940,61650.0,,4872608.0,42586119069.0344,327148943812.13696,3.1
DNK,2011,8187,61990.0,,4844002.0,49982506433.9798,344003137611.271,3.0
DNK,2010,7874,61220.0,,4815111.0,43057289072.9961,321995279401.502,2.9
DOM,2020,,7260.0,,8953860.0,,78844702329.0785,
DOM,2019,203,8100.0,,8787474.0,17087169566.6527,88941299733.5018,19.4
DOM,2018,220,7780.0,,8615853.0,15950013783.2053,85555378042.8196,20.0
DOM,2017,276,7090.0,,8439610.0,14147373459.0826,79997975621.8654,20.5
DOM,2016,297,6860.0,93.7784576416016,8259547.0,13441271619.4788,75704720189.5607,21.0
DOM,2015,257,6580.0,91.9912109375,8077901.0,12714515370.051,71164825256.6849,21.4
DOM,2014,274,6330.0,91.76376342773442,7895297.0,10487418516.0897,67179914026.9623,21.8
DOM,2013,275,6030.0,90.85814666748051,7711913.0,9012594652.38611,62682163837.347,22.2
DOM,2012,277,5790.0,90.15518188476558,7527833.0,8450619061.040291,60681537195.7996,22.4
DOM,2011,318,5540.0,90.1063766479492,7342937.0,7843625755.14272,58029750745.6495,22.6
DOM,2010,368,5330.0,89.53872680664058,7150440.0,8021046208.35885,53860175555.9961,22.8
DZA,2020,,3550.0,,32332690.0,,145163902228.168,
DZA,2019,,4010.0,,31510100.0,34611622800.688,171157803367.47302,16.3
DZA,2018,,3980.0,81.4078369140625,30670076.0,37302921758.943,175414987760.927,16.0
DZA,2017,,3940.0,,29821728.0,37184366976.3347,170097230857.956,15.5
DZA,2016,,4370.0,,28977623.0,36087872502.4518,160034162957.738,15.1
DZA,2015,,4850.0,,28146508.0,31351706628.3253,165979173991.026,15.0
DZA,2014,,5490.0,,27332603.0,48341684986.9136,213810023703.446,15.6
DZA,2013,,5510.0,,26536380.0,49391932942.7759,209755003250.664,16.4
DZA,2012,,5170.0,,25763114.0,51163222905.6392,209058991952.125,16.9
DZA,2011,,4600.0,,25016299.0,50261799678.5639,200013038488.906,17.1
DZA,2010,,4480.0,,24299170.0,46387500355.0971,161207310515.42,17.5
ECU,2020,490,5530.0,,11320846.0,,98808010000.0,
ECU,2019,603,6100.0,,11116708.0,6173779198.10816,108108009000.0,7.1
ECU,2018,774,6090.0,,10903409.0,7025275190.85552,107562008000.0,7.2
ECU,2017,599,5860.0,92.8297882080078,10687236.0,9697754649.042429,104295862000.0,7.5
ECU,2016,275,5810.0,94.35022735595699,10477466.0,10267250556.8388,99937696000.0,7.7
ECU,2015,362,5970.0,94.45565795898442,10278098.0,9366769204.86809,99290381000.0,7.9
ECU,2014,481,6110.0,94.2226409912109,10091288.0,10997353231.4367,101726331000.0,8.1
